"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 11:00","2019","11","02","11:00","2.4","","-4.5","","60","","0.0","","16","","7","","","","101.04","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 12:00","2019","11","02","12:00","3.6","","-2.8","","63","","0.0","","14","","5","","","","100.92","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 13:00","2019","11","02","13:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 14:00","2019","11","02","14:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 15:00","2019","11","02","15:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 16:00","2019","11","02","16:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 17:00","2019","11","02","17:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 18:00","2019","11","02","18:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 19:00","2019","11","02","19:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 20:00","2019","11","02","20:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 21:00","2019","11","02","21:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 22:00","2019","11","02","22:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-02 23:00","2019","11","02","23:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 00:00","2019","11","03","00:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 01:00","2019","11","03","01:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 02:00","2019","11","03","02:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 03:00","2019","11","03","03:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 04:00","2019","11","03","04:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 05:00","2019","11","03","05:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 06:00","2019","11","03","06:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 07:00","2019","11","03","07:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 08:00","2019","11","03","08:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 09:00","2019","11","03","09:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 10:00","2019","11","03","10:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 11:00","2019","11","03","11:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 12:00","2019","11","03","12:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 13:00","2019","11","03","13:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 14:00","2019","11","03","14:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 15:00","2019","11","03","15:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 16:00","2019","11","03","16:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 17:00","2019","11","03","17:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 18:00","2019","11","03","18:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 19:00","2019","11","03","19:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 20:00","2019","11","03","20:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 21:00","2019","11","03","21:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 22:00","2019","11","03","22:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-03 23:00","2019","11","03","23:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 00:00","2019","11","04","00:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 01:00","2019","11","04","01:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 02:00","2019","11","04","02:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 03:00","2019","11","04","03:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 04:00","2019","11","04","04:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 05:00","2019","11","04","05:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 06:00","2019","11","04","06:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 07:00","2019","11","04","07:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 08:00","2019","11","04","08:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 09:00","2019","11","04","09:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 10:00","2019","11","04","10:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 11:00","2019","11","04","11:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 12:00","2019","11","04","12:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 13:00","2019","11","04","13:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 14:00","2019","11","04","14:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 15:00","2019","11","04","15:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 16:00","2019","11","04","16:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 17:00","2019","11","04","17:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 18:00","2019","11","04","18:00"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 19:00","2019","11","04","19:00","4.9","","-1.0","","66","","","M","13","","9","","","","100.97","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 20:00","2019","11","04","20:00","6.2","","-1.5","","58","","","M","15","","17","","","","100.86","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 21:00","2019","11","04","21:00","6.2","","-1.4","","58","","0.0","","16","","16","","","","100.87","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 22:00","2019","11","04","22:00","6.9","","-1.3","","56","","","M","17","","17","","","","100.84","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-04 23:00","2019","11","04","23:00","7.2","","-1.5","","54","","","M","18","","19","","","","100.79","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 00:00","2019","11","05","00:00","7.6","","-1.4","","53","","0.0","","17","","24","","","","100.76","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 01:00","2019","11","05","01:00","7.6","","-0.9","","55","","0.0","","18","","24","","","","100.75","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 02:00","2019","11","05","02:00","7.1","","0.9","","65","","0.0","","18","","29","","","","100.75","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 03:00","2019","11","05","03:00","5.6","","3.5","","86","","0.0","","17","","20","","","","100.75","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 04:00","2019","11","05","04:00","5.8","","3.4","","84","","6.3","","17","","21","","","","100.73","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 05:00","2019","11","05","05:00","6.3","","2.6","","77","","13.5","","16","","23","","","","100.71","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 06:00","2019","11","05","06:00","7.0","","2.7","","74","","28.9","","18","","21","","","","100.69","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 07:00","2019","11","05","07:00","7.4","","3.2","","75","","","M","18","","20","","","","100.70","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 08:00","2019","11","05","08:00","7.8","","3.6","","75","","38.7","","18","","20","","","","100.71","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 09:00","2019","11","05","09:00","6.7","","5.3","","91","","0.6","","18","","17","","","","100.71","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 10:00","2019","11","05","10:00","6.7","","5.2","","90","","0.3","","18","","15","","","","100.67","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 11:00","2019","11","05","11:00","7.1","","5.5","","89","","0.0","","18","","13","","","","100.63","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 12:00","2019","11","05","12:00","7.4","","6.0","","91","","0.2","","17","","14","","","","100.54","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 13:00","2019","11","05","13:00","8.6","","6.2","","85","","0.0","","18","","19","","","","100.43","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 14:00","2019","11","05","14:00","8.5","","6.6","","88","","0.4","","19","","17","","","","100.39","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 15:00","2019","11","05","15:00","8.0","","7.0","","94","","","M","19","","16","","","","100.37","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 16:00","2019","11","05","16:00","7.8","","6.6","","92","","0.0","","20","","20","","","","100.34","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 17:00","2019","11","05","17:00","7.2","","6.3","","94","","0.0","","19","","13","","","","100.33","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 18:00","2019","11","05","18:00","6.0","","4.6","","91","","0.0","","25","","20","","","","100.42","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 19:00","2019","11","05","19:00","5.8","","4.2","","90","","0.0","","21","","11","","","","100.38","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 20:00","2019","11","05","20:00","5.9","","4.8","","92","","0.0","","22","","13","","","","100.42","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 21:00","2019","11","05","21:00","5.5","","4.4","","93","","0.0","","22","","14","","","","100.52","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 22:00","2019","11","05","22:00","4.8","","4.0","","94","","0.0","","23","","11","","","","100.57","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-05 23:00","2019","11","05","23:00","4.0","","2.7","","91","","0.0","","22","","11","","","","100.60","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 00:00","2019","11","06","00:00","3.8","","0.7","","80","","0.0","","25","","11","","","","100.61","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 01:00","2019","11","06","01:00","3.3","","0.5","","82","","0.0","","24","","9","","","","100.58","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 02:00","2019","11","06","02:00","2.5","","1.1","","90","","0.0","","21","","8","","","","100.60","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 03:00","2019","11","06","03:00","3.0","","1.1","","88","","0.0","","24","","9","","","","100.65","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 04:00","2019","11","06","04:00","2.5","","0.5","","86","","0.0","","25","","7","","","","100.68","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 05:00","2019","11","06","05:00","2.4","","-1.7","","75","","0.0","","26","","12","","","","100.76","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 06:00","2019","11","06","06:00","1.3","","-1.2","","83","","0.0","","24","","3","","","","100.80","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 07:00","2019","11","06","07:00","1.3","","-2.3","","77","","0.0","","30","","10","","","","100.88","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 08:00","2019","11","06","08:00","0.5","","-3.2","","76","","0.0","","26","","16","","","","101.00","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 09:00","2019","11","06","09:00","1.5","","-3.3","","70","","0.0","","24","","8","","","","101.02","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 10:00","2019","11","06","10:00","2.2","","-7.6","","48","","0.0","","26","","16","","","","101.08","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 11:00","2019","11","06","11:00","3.4","","-6.3","","49","","0.0","","25","","18","","","","101.09","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 12:00","2019","11","06","12:00","3.6","","-8.2","","42","","0.0","","26","","19","","","","101.12","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 13:00","2019","11","06","13:00","2.5","","-10.1","","39","","0.0","","25","","21","","","","101.13","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 14:00","2019","11","06","14:00","2.5","","-10.9","","36","","0.0","","29","","22","","","","101.12","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 15:00","2019","11","06","15:00","3.2","","-10.7","","35","","0.0","","25","","16","","","","101.16","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 16:00","2019","11","06","16:00","2.4","","-10.1","","39","","0.0","","24","","15","","","","101.18","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 17:00","2019","11","06","17:00","1.4","","-8.7","","47","","0.0","","23","","13","","","","101.22","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 18:00","2019","11","06","18:00","-0.4","","-6.6","","63","","0.0","","22","","8","","","","101.24","","","","-3","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 19:00","2019","11","06","19:00","-0.4","","-5.7","","67","","0.0","","20","","7","","","","101.23","","","","-3","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 20:00","2019","11","06","20:00","-0.5","","-5.4","","69","","0.0","","19","","8","","","","101.18","","","","-3","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 21:00","2019","11","06","21:00","0.3","","-5.3","","66","","0.0","","18","","10","","","","101.16","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 22:00","2019","11","06","22:00","0.4","","-4.8","","68","","0.0","","17","","11","","","","101.11","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-06 23:00","2019","11","06","23:00","1.0","","-4.3","","68","","0.0","","20","","12","","","","101.04","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 00:00","2019","11","07","00:00","1.4","","-3.9","","68","","0.0","","20","","11","","","","101.02","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 01:00","2019","11","07","01:00","1.9","","-3.5","","68","","0.0","","20","","14","","","","100.98","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 02:00","2019","11","07","02:00","0.3","","-1.1","","90","","0.0","","22","","20","","","","100.98","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 03:00","2019","11","07","03:00","0.1","","-0.3","","97","","0.0","","21","","11","","","","100.92","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 04:00","2019","11","07","04:00","0.1","","-0.2","","98","","0.0","","21","","14","","","","100.88","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 05:00","2019","11","07","05:00","0.1","","-0.2","","98","","0.0","","22","","13","","","","100.87","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 06:00","2019","11","07","06:00","0.1","","-0.2","","98","","0.0","","21","","11","","","","100.83","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 07:00","2019","11","07","07:00","0.1","","-0.2","","98","","0.0","","23","","7","","","","100.80","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 08:00","2019","11","07","08:00","0.2","","-0.1","","98","","0.5","","23","","7","","","","100.81","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 09:00","2019","11","07","09:00","0.2","","-0.1","","98","","0.2","","27","","4","","","","100.79","","","","","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 10:00","2019","11","07","10:00","-0.4","","-1.0","","96","","0.7","","30","","11","","","","100.77","","","","-4","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 11:00","2019","11","07","11:00","-0.6","","-1.4","","94","","0.3","","33","","14","","","","100.77","","","","-5","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 12:00","2019","11","07","12:00","-1.3","","-2.6","","91","","0.5","","34","","14","","","","","M","","","-6","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 13:00","2019","11","07","13:00","-1.1","","-2.8","","88","","0.0","","36","","7","","","","100.68","","","","-4","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 14:00","2019","11","07","14:00","-0.5","","-1.8","","91","","0.2","","28","","4","","","","100.64","","","","-2","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 15:00","2019","11","07","15:00","-0.6","","-1.8","","92","","0.2","","24","","4","","","","100.64","","","","-2","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 16:00","2019","11","07","16:00","-1.1","","-1.8","","95","","0.0","","23","","6","","","","100.65","","","","-3","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 17:00","2019","11","07","17:00","-1.6","","-2.2","","96","","0.0","","23","","7","","","","100.65","","","","-4","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 18:00","2019","11","07","18:00","-1.8","","-2.4","","96","","0.0","","24","","6","","","","100.67","","","","-4","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 19:00","2019","11","07","19:00","-2.2","","-4.2","","86","","0.0","","31","","9","","","","100.68","","","","-6","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 20:00","2019","11","07","20:00","-3.8","","-5.2","","90","","0.0","","32","","8","","","","100.71","","","","-7","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 21:00","2019","11","07","21:00","-4.2","","-5.9","","88","","0.0","","33","","11","","","","100.71","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 22:00","2019","11","07","22:00","-4.9","","-6.7","","87","","0.0","","34","","9","","","","100.69","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-07 23:00","2019","11","07","23:00","-5.0","","-6.7","","88","","0.0","","34","","10","","","","100.66","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 00:00","2019","11","08","00:00","-4.7","","-6.8","","85","","0.0","","33","","10","","","","100.62","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 01:00","2019","11","08","01:00","-5.0","","-7.3","","84","","0.0","","33","","10","","","","100.59","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 02:00","2019","11","08","02:00","-6.6","","-8.3","","88","","0.0","","32","","7","","","","100.57","","","","-10","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 03:00","2019","11","08","03:00","-6.9","","-8.6","","88","","0.0","","31","","10","","","","100.53","","","","-12","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 04:00","2019","11","08","04:00","-7.4","","-8.8","","89","","0.0","","32","","7","","","","100.52","","","","-11","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 05:00","2019","11","08","05:00","-7.8","","-9.2","","90","","0.0","","31","","6","","","","100.52","","","","-11","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 06:00","2019","11","08","06:00","-8.0","","-9.4","","90","","0.0","","32","","9","","","","100.52","","","","-13","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 07:00","2019","11","08","07:00","-7.7","","-9.1","","90","","0.0","","31","","9","","","","100.56","","","","-12","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 08:00","2019","11","08","08:00","-6.7","","-8.4","","87","","0.0","","30","","5","","","","100.63","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 09:00","2019","11","08","09:00","-4.0","","-7.2","","78","","0.0","","33","","15","","","","100.65","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 10:00","2019","11","08","10:00","-3.5","","-6.8","","78","","0.0","","31","","16","","","","100.65","","","","-9","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 11:00","2019","11","08","11:00","-3.1","","-6.2","","79","","0.0","","30","","16","","","","100.65","","","","-8","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 12:00","2019","11","08","12:00","-2.4","","-6.4","","74","","","M","32","","14","","","","100.61","","","","-7","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 13:00","2019","11","08","13:00","-2.7","","-5.7","","80","","","M","32","","10","","","","100.59","","","","-7","","NA"
"-72.06","46.30","LEMIEUX","701Q009","2019-11-08 14:00","2019","11","08","14:00","-2.1","","-5.5","","77","","","M","31","","15","","","","100.58","","","","-7","","NA"
